name,desc,rating
 Andrea D , Cara praktis & cepet kalo mau reapply sunscreen. Packagingnya slim jd gampang dibawa kemana-mana. Powdernya bikin halus muka & ok buat kulit oily. So far cocok2 aja  ,4.0
 Agnes Sharon ," The one i needed the most! Ga ribet lg setiap mau touch up sunscreen. Inovatif bgt Npure 😍😍😍
Untuk ukuran 5gr harganya termasuk murah, tekstrunya ga ganggu make up sama sekali, packaging simple gampang dibawa kmn aja. Dan plusnya bisa nahan minyak (type kulitku oily).  ",5.0
 Elvina Hendra ," idenya bagus banget bisa reapply sunscreen ga perlu apus makeup dulu, packaging nya juga kecil jadi gampang dibawa di tas. tapi untuk powdernya sendiri ga kerasa pas udh dikulit dan ga memberi efek mattifying jadi gatau apa produk ya udah keluar atau belum atau belom rata :) ",3.8
 Valerie Vyona ," ini nurutku super kreatif sih🤣, jjur bru ini nemu sunscreen tp bentukannya powder, ya walau awal” rada gaptek cara pakenya tapi stelah ditelaah cara aplikasi nya baru deh mulai paham😅. Jadi ini stelah aku pake emg powder tok doang tapi ada kandungan spf jd tinggal di tap” aja pake brush nya di muka trus u’re good to go😋, best bgt sih ini bakalan sering ku pake soalnya enak aja gitu di muka g perlu mikirin greasy lah apa, ini worth to try si nurutku buat yg gmw ribet” pake sunscreen yg versi cream hehe ",4.5
 tiara azzahra ," baguss bangett simple dibawa kemana mana, hasilnya juga matte. ga bikin kulit berminyak jugaa, brushnya lembut jadi bisa dipakai buat diatas makeup 😍 ",5.0
 Mutia ramadhanti ," beli ini buat liburan ke bali, biar gampang buat reapply. tp trnyata brush nya suka nyangkut2 gt di packaging nya, trs bedak nya hampir ga keluar kyak bener2 dikit bgt. mungkin ekspektasi aku ketinggian jg krn aku pikir bakal mirip goop :( ",3.8
 ula fitriamillenia ," jatuhh cinta bangett!!!! kalian harus coba karena ini kasih experience bermakaeup yang baru gitu seruu!! simple banget bisa dibawa kemana mana. produknya yaa berwarna, kalo udah mulai berkeringat usap ini aja cukup buat muka lebih fresh! ",4.3
 Alin Nuraliyah ," Serius ga boong ini mah powder pavvvvv aku banget suka banget selain praktis harga nya terjangkau lagi, Dan bisa d bawa kmana2 ahhhhh pkonya powder unik pavvv aku dari npure 😭 ",5.0
 nuril hikmah ," packaging sangat praktis, travel friendly bgt. karna second shield jadi ttp harus pake sunscreen dulu karna powder aja gabakal cukup melindungi kecuali mungkin pakenya bener2 ngedumpel tebel. finishing matte jadi gak bikin kilap diwajah, powdernya rada susah keluar dan aku sendiri butuh effort lama pakenya karna susah keluar tapi ini praktis dan lucu bgt must have!!! ",4.8
 tarii srls ," wah sneng bgt akhirnya n'pure ngeluarin produk baru yg unik. pemakaian pertama aku bgt karena nyobanyoba pnsran bnyk yg pake d tiktok hehe. ternyata emg bagus sih, aku pke setelah yg creamnya hasil nya jadi matte gitu aku jadi gaharus pke bedak lagi karena aku ga suka makeupan orgnya. bakaln beli lagi sih ini kalau habis :) ",4.8
 minarti agustina ," Jujurly tertarik banget karena unik dan bikin penasaran, tapi pake ini tuh aga ngeri ngeri gitu karena belum tau ukuran yang pas buat sekali pake tuh kaya gimana ",4.0
 Anita Firdaus ," pertama kalinya aku nemuin produk lokal tabir surya bubuk. N'PURE Cica Beat The Sun SPF 30 UVA/UVB. Aman banget buat kulit wajahku yang sensitif. Dan yang paling aku suka dari produk ini, praktik dan sangat memudahkan aku untuk re-apply sunscreen tanpa mengganggu make up ",5.0
 wenny eunha ," desaign packaging nya bagus banget dan ini itu sudah dilengkapi dengab brushnya yang lembut untuk mempermudah pengaplikasian ke wajah, tekstur nya sangat halus dan tidak lengket di wajahku  ",4.8
 Idul Fitrii ," pertama kalinya pake sica beat the sun powder ini bener bener bagus banget, udah SPF 30 ada perlindungan UVA/UVB juga bentuknya juga simple banget bisa dibawa kemana mana ",5.0
 adnan syakur , pas banget aku lagi cari cari sun protection eh npure ngeluarin produknya akhirnya aku beli dan cobain deh produk ini. cocok banget sama aku dan kebutuhan kulit aku yang sekarang. cinta banget deh sama produk ini ,5.0
 Sensen Jasmine , Akhirnya nemuin produk yang bisa direapply setelah makeup jadi ga takutdeh kepanasan atau kena matahari berlebih karena bisa reapply dan ptoduknya bemtuk powder yang bagusssss bgt dan dijamin bgttt pada sukaaa.. oiyaa haragmya huga terjangkau dan ga bikin berminyak dan kekyi dimukaaa.. suka bgt sm final loook akhirnya... mattedan lebih cerah.  ,5.0
 januar atiqoh ," Packagingnya bener-bener praktis buat di apply dan reapply. Teksturnya powder jg gampang merata ke wajah. Suka gak bikin whitecast pastinya, malah bikin wajah jd lebih cerah deh. Harganya jg cucoook bgt laah! Bisa buat andalan kalo pergi-pergi nih, gampang makenya :) ",4.8
 Chicy SriRachmawati ," Aku pakai sunscreen yang bentuknya powder favorite akuuu... Berbentuk powder yang memberikan perlindungan sinar matahari UVA/UVB dalam formula kuas yang nyaman. Membantu menyerap minyak berlebih, meminimalkan tampilan pori-pori, dan mengatur riasan sekaligus mengurangi kilau. 

Diformulasi dengan Air Daun Cica Alami untuk menenangkan kulit Anda. Dengan tabir surya hibrida dan ekstrak tumbuhan alami.. ",5.0
 Yunita SC ," Liat packagingnya aja gemmoy kan slim & travel friendly, sukanya itu sunscreen powder ini bisa reapplay loch saat bepergian keluar, aku pakai hasil akhir sunscreen ini natural & matte finish jadi tidak merusak look make up yg ada, jujur sih baru kali ini tau & pakai ada sunscreen yang unik teksturnya powder + SPF 30 UVA/UVB bagus untuk menproteksi kulit dari sinar UVA & UVB 😍 love dahh produknya NPURE..dari packagingnya oke banget, star Ingredientsnya aja natural dari CICA leaf water, percaya produknya NPURE itu aman, cocok juga di kulitku 😍 NPURE emang inovatif banget soal produk, gak pernah gagal, top ❤️ thanks u N'PURE ❤️ ",5.0
 Christine Vega , kulit muka aku tuh berminyak jadi kadang kalau make up malah bikin makin berminyak. Tapi sunscreen yang 1 ini bener2 bikin aku makin PD dan selamat tinggal kulit berminyak   ,5.0
 Muhimma Ayun ," produk ini bagus sekalii... dikombinasikan dengan npure cica beat the sun. semua serba praktis dan simpel. aku suka bangeett.. melindungiku dari kebelangan kulit wajah 😂 hehe untuk siapapun yang membaca ini. aku rekomendasikan produk ini untuk kalian, karna sebagus itu 😍 i love this product 😍 ",5.0
 RIFALDO Marthin , yeh akhirnya produk dari npure keluar yang terbaru nya juga yaitu suncreen powder bikin aku gak ribet lagi reapply pake suncreen yang cream .ini powder ringan banget dan warna nya transcluent jadi nggak bikin cemong di wajah juga cute travel friendly sehingga bisa ke bawah kemana aja ,5.0
 Nadya Istighfariani ," Ini tuh bagusss bgt di wajah aku yg gampang berminyak ini dan cocok di wajah sensitif dan gampang dipake setiap hari kek bedak tabur, cocok dikulit aku yg gmptng jrwtaan dan bikin matte banget. ",4.3
 sri widiya ," ringan bgt cocok bgt buat retouch sunscreen setelah make up🥰❤️ type kulit ku berminyak puoll tapi sunscreen ini bnr bnr ngebantu bgt buat aku, karna tidak menyumbat pori pori mengandung spf 30 juga. selalu dibuat jatuh cinta sama semua produk nya npure ❤️❤️❤️❤️❤️ ",5.0
 suci maghfiroh , dari pertama denger mau npure mau kluar sunscreen powder ohh my good udah excited banget karna akutuh butuh banget sunscreen yg buat tancap dimana dan kapanpun aku berada. ini powdernya super lembut dan bikin hasilnya itu lebih matte. ,5.0
 Erysa Mey ," produknya terbagus  !!! Makasih ya @n'pure udh mengeluarkan produk terbaguss ini, Sangat Efektif deh membantu menyerap minyak di wajah aku  , Menyamarkan pori-poriku nih ❤❤❤ ",5.0
 Binty Astalaastah ," Npure emang the best ngluarin produk yg bikin candu ini, sunscreen dalam bentuk powder ringan banget tekstur nya ga lengket diwajah, pokonya wajib banget pakai buat aktivitas sehari-hari ",5.0
 Anisa Wulansari ," Produk terbaru dari Npure ini bener-bener daebak😍 Pake Powder sekaligus jadi sunscreen, ga cape cape retouch cream kalau diluar,cukup blush aja, Udah ada Applicatornya juga jadi tinggal pake dehhh sesimple itu dan sebagus itu,hasilnya pun ringan bangetttt😍😍secinta itu sama Npure😍 ",5.0
 Mazda Kristiani ," Aaa sneeng bgt, produk tersimple yang aku cobainnn, sunscreen tp bentuk bedak. Ini membantu bgt buat kulit ku yg oily, karna biasanya kalau pake sunscreen suka dewy finish jd keliatan greasy, tp kebantu bgt pake CICA powder ini jadi lebih matte dan enak diliat nya. Aku rekomendasi ini buat kalian girlss, sumpah hrs cobain.. 🥰🥰 ",5.0
 Chrisabel Then ," Compact bgt, mudah dibawa kemana2, no need lagi muka keliatan lepek atau berminyak karna ini bentuknya powder. lalu mudah merata, brushnya juga halus banget, cepet juga nyatu sama kulitnya, bisa re-apply tanpa repot deh sekarang <3 kebetulan mukaku sensitif banget, dan ini ga ada alkohol, jadi aman banget, dia juga ga ada wangi. Asli no worry banget. ",5.0
 Emiliana Ang ," Suka bangett baru pertama kali ketemu sunscreen powder , brushnya halus juga , bener-bener membantu banget kalo mau re-apply sunscreen waktu lagi di outdoor/pergi-pergi ",5.0
 Annisa Puspa , Sumpah happy bangeeeet skrg reapply sunscreen jd no rempong. Di akun yg sensitif aman. Ringan juga ini powdernya aku pakai berjam2pun ga lengket apa gimana². mantul banget apa lg gampang dibawa gini. so cintaaaaa ,5.0
 diana novitas ," akhirnya npure keluarin powder yang spf nya tinggi.. suka banget pake ini, teksturnya lembut warna transparan jadi gak ngerusak make up.. hasilnya juga mate, kuasnya super lembut  ",5.0
 yuni wulan ," produk yg di cari2,, sebagus itu 💯cocok bgt untuk saya yg sering kerja di luar ruangan... produk RECOMENDED, trimakasih npure sudah mengeluarkan produk terrrrrrr bagus  ",5.0
 Anita Puspita ," aaaaa excited bgt pkonya sama produk sunscreen yg satu ini😍 Packaging-nya aesthetic, pertama kali nyoba sunscreen powder ternyata ringan di kulit wajah aku. Se-simple itu cara apply-nya juga❤ ",5.0
 Erika Febry ," suka banget sama packaging nya yang travel size dan kalo kemana2 bisa langsung touch up , dan udah dilengkapi dengan UV/UVB gak hawatir lagi klo dibawah sinar matahari langsung , dan kuasnya ini nyaman banget , recomend banget deh . ",5.0
 sarah carol sahetapi , Tektur powder ga biki crack dan ga lengket sama sekali. Ini sunscreen terpraktis uda ada brushnya. Hasilnya bener matte dan ga bikin ganggu aktivitas di luar ruangan atau di dalam ruangan  ,5.0
 nadira intania ," kurang lebih 1 Minggu aku pake produk dari N'PURE ini, aku udah jatuh cinta banget karena emang sebagus itu produknya, powder nya ngebantu buat set semua yang ada di wajah aku dengan hasil yang natural no dempul dempul, pokoknya terbaik❤️ ",5.0
 cindyy cantik_ ," Sumpah pokoknya suka banget sama produk NPURE satu ini,hasil ny begitu di pake matte banget di muka terus udah ada spf 30++ ny yg bikin tambah suka:) ",5.0
 Maylin Santy ," Kemasan dari N'PURE selalu unik, ramping, travel friendly, praktis, kapanpun di manapun bisa banget re-apply dan touch up di sela sela kegiatan. Ringan di kulit. ",4.8
 Noor Aulia , suka banget sama powder nya npure ini😍 ringan bgt di wajah😍 selain itu juga simpel banget buat di pake sehabis make sunscreen😍  ,5.0
 Mey Tria ," Suka banget sama Cica Beat The Sun Powder ini 😍😍😍 , aku udh semingguan pake nya dan hasilnya udah keliatan banget berhasil 🤗🤗🤗 cocok banget sama kulit aku ✨✨✨ bener-bener recommended banget nih produk buat kalian semua ❤️❤️❤️ ",5.0
 Gina Amelia ," pokoknya salut banget deh sama Npure udah ngeluarin produk CICA BEAT THE SUN POWDER, manurut aku ini sih produk ini bagus bangett dengan teksturnya yang lembut dan juga ringan dimuka, dan yang paling penting ini ituu praktis jadi bisa dibawa kemana². THANK U NPURE🤗😍 ",5.0
 putriani rusli ," jujurly aku selalu percaya sih sama npure soalnya emg sebagus itu banyak juga testi dri temen2 katanya npure emg produk skincare yang bagus dan harganya terjangkau, buat produknya sndiri aku suka bgt si karena pas di apply ringan bgt cocok buat muka ku yang berminyak ",4.8
 Arifah Fadhilah ," aku suka banget sama tekstur bedaknya yang ringan dan juga tahan lama, untuk pemakaiannya praktis langsung nempel ke kulit wajah dan awet banget sih karna ga kebuang siasia bedaknya ",5.0
 Brigitta brigitta , Jujur effectivenessnya kurang tau effective atau ga but ngebantu banget untuk reapple suncreen karena gampang banget dan bisa di bawa kemana-mana. Awalnya ngerasa producntnya ga keluar tapi sebenernya keluar kok. ,5.0
 As Tari ," beli karena butuh buat touch up, kesan pertama bedaknya susah dikeluarin kaya ga bisa keluar, tapi pas brush nya di usap pakai tangan ternyata powder nya keluar dan emang halus banget, hasilnya kaya ga berasa pakai powder dan kurang mengcover sih, Tapi ini best banget sih sama Sunscreen Biore Uv Aqua Rich Essence, dulu tanpa sun powder muka agak keliatan berminyak, tapi pas di mix sama sun powder jadi terlihat lebih fresh ",4.0
 Karlinda jalung ," Sebenarnya aku suka sama powder ini cuman agak ga suka di brushnya aja. Utk brushnya masih agak harsh di kulit aku. Jadinya ketika mau dipakai, aku pindahin lagi ke wadah lain baru di pakai 😅 ",4.5
 Mega Pramana ," well untuk packaging harusnya oke ya cuma sayang pas sampe tutup bawahnya kebuka trus isinya tumpah kemana2. susah pakenya karena isi ga terlalu keluar. untuk produk sendiri aman dikulit aku yg kombinasi, sensitif dan berjerawat apalagi ada spfnya (yg jarang ditemui di bedak tabur) mungkin perlu ditingkatkan lg untuk kemasannya biar lebih mudah dipake ",3.3
 Rina Setiawati , Jujur dr packagingnya tuh emang unik banget sih karna udah ama brushnya jd garepot kalo mau taouch up” dan emang simpel klo mau dibawa kemana”. Cuman bedaknya agak susah kluar sih ya tapi overall bedaknya bagus ,4.8
 Yeni Nopitasari ," klaimnya sih hybrid primer/sunscreen, dan emang teksturnya kaya primer blurring gitu jadi kaya velvety alias powdery gitu pas udah diratain dimuka. ngga lengket, ngga ada whitecast walaupun warnanya putih, ngga berat dan ngga bikin perih. ada efek brightening nya juga jadi pake ini aja udah cakep ngga kusam. buat under makeup juga bagus sih, dan aku udah ngga pake primer lagi udah lgsg foundation. aku pake dan aman sih, ngga bikin makeup creasing, flawless aja gitu seharian, cuma dia bikin foundation ku oksidasi padahal biasanya ngga, tapi anehnya kulitku ngga oily sama sekali, matte"" aja. overall oke kok, tapi kayanya aku lebih suka pake ini sendirian aja di hari"" aku ngga makeup an 😆 ",5.0
 Anastasia Ayu ," sebetulnya sunscreen ini tuh bagus dan efek blurnya juga bagus dan ga bikin minyakan meski dipake keringetan seharian, tapi dia ini sunscreen yang susah di blend, sehingga dia akan menjadi gumpalan2 yang bakal bikin makeup peeling, padahal aku setiap hari anaknya suka makeupan meskipun tipis hehe ",4.5
 Stephanie Halim ," Tertarik untuk beli saat ada info bahwa ini ada blur effect nya. Uda coba semingguan ini, ga lengket, cepet kering nya dan bisa jadi primer makeup jg. Ga pedih jg saat di bawa olahraga ",5.0
 galuhsetyaningrum suwarna ," the most lovely texture so far buat sunscreen. ga whitecast, ngasih hydration, blendable, n sdkit lebih cerah. bluringnya ga trllu nampak tp glownya bagus banget. packagingnya handy banget enak bnget buat dibawa ke mana"". so proud to this local brand 👌 ",4.5
 Liaa Astuti ," Aku sudah habis 2 botol pakek produknya Jacuelle emang sebagus itu, mukaku yang kering dia sangat mengcover, buat tone up nya pas pertama dipakek dimuka emang sedikit keputihan, tapi lama kelamaan jadi pas di kulit. Buat aku yang ada komedo di hidung juga bisa ngeblurrr in bangeeet ",4.8
 Silvi Ananta , bentuknya imut lucu. kemasanya cute banget elegan. formulanya ringan gak bikin lengket moist banget . pasti ketagihan kalau sudah pake produk ini. karena wajib banget repuchase. dan wajib banget ada di deretan skincare kalian . gak bakalan nyesel ,5.0
